cell_line__name,factor__name,is_correcting,strain__name,cell_pop__name,paper__reference,cell_type__name,paper__pmid,paper__journal__name,name,disease_state__name,link,unique_id,species__name,tissue_type__name,paper__lab
Jurkat,ATAC-seq,False,R2,,"Brignall R, et al. Integration of Kinase and Calcium Signaling at the Level of Chromatin Underlies Inducible Gene Activation in T Cells. J. Immunol. ",T Lymphocyte,28904128.0,J. Immunol.,PMA/IONO R2 ATAC-SEQ,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2411166,GSM2411166,Homo sapiens,Blood,Paszek P
Jurkat,ATAC-seq,False,,,"Brignall R, et al. Integration of Kinase and Calcium Signaling at the Level of Chromatin Underlies Inducible Gene Activation in T Cells. J. Immunol. ",T Lymphocyte,28904128.0,J. Immunol.,PMA/IONO R3 ATAC-SEQ,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2411167,GSM2411167,Homo sapiens,Blood,Paszek P
Jurkat,ATAC-seq,False,,,"Brignall R, et al. Integration of Kinase and Calcium Signaling at the Level of Chromatin Underlies Inducible Gene Activation in T Cells. J. Immunol. ",T Lymphocyte,28904128.0,J. Immunol.,PMA R3 ATAC-SEQ,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2411161,GSM2411161,Homo sapiens,Blood,Paszek P
Jurkat,ATAC-seq,False,R1,,"Brignall R, et al. Integration of Kinase and Calcium Signaling at the Level of Chromatin Underlies Inducible Gene Activation in T Cells. J. Immunol. ",T Lymphocyte,28904128.0,J. Immunol.,IONO R1 ATAC-SEQ,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2411162,GSM2411162,Homo sapiens,Blood,Paszek P
Jurkat,ATAC-seq,False,R2,,"Brignall R, et al. Integration of Kinase and Calcium Signaling at the Level of Chromatin Underlies Inducible Gene Activation in T Cells. J. Immunol. ",T Lymphocyte,28904128.0,J. Immunol.,IONO R2 ATAC-SEQ,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2411163,GSM2411163,Homo sapiens,Blood,Paszek P
,ATAC-seq,False,,,"Park SH, et al. Type I interferons and the cytokine TNF cooperatively reprogram the macrophage epigenome to promote inflammatory activation. Nat. Immunol. ",Monocyte,28825701.0,Nat. Immunol.,ATAC_MONOCYTES_L_REP3,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2679898,GSM2679898,Homo sapiens,Blood,Ivashkiv LB
,ATAC-seq,False,,,"Park SH, et al. Type I interferons and the cytokine TNF cooperatively reprogram the macrophage epigenome to promote inflammatory activation. Nat. Immunol. ",Monocyte,28825701.0,Nat. Immunol.,ATAC_SLE_N_REP1,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2679899,GSM2679899,Homo sapiens,Blood,Ivashkiv LB
,ATAC-seq,False,,,"Park SH, et al. Type I interferons and the cytokine TNF cooperatively reprogram the macrophage epigenome to promote inflammatory activation. Nat. Immunol. ",Monocyte,28825701.0,Nat. Immunol.,ATAC_T_REP2,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2679876,GSM2679876,Homo sapiens,Blood,Ivashkiv LB
RUES2,ATAC-seq,False,,,,Embryonic Stem Cell,,,ATAC LIBRARY ESC REP 2,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2845469,GSM2845469,Homo sapiens,,
,ATAC-seq,False,,,"Park SH, et al. Type I interferons and the cytokine TNF cooperatively reprogram the macrophage epigenome to promote inflammatory activation. Nat. Immunol. ",Monocyte,28825701.0,Nat. Immunol.,ATAC_MONOCYTES_L_REP2,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2679897,GSM2679897,Homo sapiens,Blood,Ivashkiv LB
,ATAC-seq,False,,,"Park SH, et al. Type I interferons and the cytokine TNF cooperatively reprogram the macrophage epigenome to promote inflammatory activation. Nat. Immunol. ",Monocyte,28825701.0,Nat. Immunol.,ATAC_MONOCYTES_N_REP1,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2679893,GSM2679893,Homo sapiens,Blood,Ivashkiv LB
,ATAC-seq,False,,,"Park SH, et al. Type I interferons and the cytokine TNF cooperatively reprogram the macrophage epigenome to promote inflammatory activation. Nat. Immunol. ",Monocyte,28825701.0,Nat. Immunol.,ATAC_IFN_REP3,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2679883,GSM2679883,Homo sapiens,Blood,Ivashkiv LB
,ATAC-seq,False,,,"Park SH, et al. Type I interferons and the cytokine TNF cooperatively reprogram the macrophage epigenome to promote inflammatory activation. Nat. Immunol. ",Monocyte,28825701.0,Nat. Immunol.,ATAC_SLE_L_REP1,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2679902,GSM2679902,Homo sapiens,Blood,Ivashkiv LB
,ATAC-seq,False,,,"Park SH, et al. Type I interferons and the cytokine TNF cooperatively reprogram the macrophage epigenome to promote inflammatory activation. Nat. Immunol. ",Monocyte,28825701.0,Nat. Immunol.,ATAC_SLE_N_REP3,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2679901,GSM2679901,Homo sapiens,Blood,Ivashkiv LB
Jurkat,ATAC-seq,False,R1,,"Brignall R, et al. Integration of Kinase and Calcium Signaling at the Level of Chromatin Underlies Inducible Gene Activation in T Cells. J. Immunol. ",T Lymphocyte,28904128.0,J. Immunol.,UNTREATED R1 ATAC-SEQ,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2411156,GSM2411156,Homo sapiens,Blood,Paszek P
JHU-06,ATAC-seq,False,,HAEC,"Hogan NT, et al. Transcriptional networks specifying homeostatic and inflammatory programs of gene expression in human aortic endothelial cells. Elife ",Endothelial Cell,28585919.0,Elife,HAEC.ATAC.OXPAPC.4H.REP1,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2394395,GSM2394395,Homo sapiens,,Romanoski CE
JHU-06,ATAC-seq,False,,HAEC,"Hogan NT, et al. Transcriptional networks specifying homeostatic and inflammatory programs of gene expression in human aortic endothelial cells. Elife ",Endothelial Cell,28585919.0,Elife,HAEC.ATAC.OXPAPC.4H.REP2,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2394396,GSM2394396,Homo sapiens,,Romanoski CE
,ATAC-seq,False,,,"Park SH, et al. Type I interferons and the cytokine TNF cooperatively reprogram the macrophage epigenome to promote inflammatory activation. Nat. Immunol. ",Monocyte,28825701.0,Nat. Immunol.,ATAC_N_REP4,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2679868,GSM2679868,Homo sapiens,Blood,Ivashkiv LB
,ATAC-seq,False,,,"Park SH, et al. Type I interferons and the cytokine TNF cooperatively reprogram the macrophage epigenome to promote inflammatory activation. Nat. Immunol. ",Monocyte,28825701.0,Nat. Immunol.,ATAC_MONOCYTES_N_REP2,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2679894,GSM2679894,Homo sapiens,Blood,Ivashkiv LB
,ATAC-seq,False,,,"Park SH, et al. Type I interferons and the cytokine TNF cooperatively reprogram the macrophage epigenome to promote inflammatory activation. Nat. Immunol. ",Monocyte,28825701.0,Nat. Immunol.,ATAC_MONOCYTES_N_REP3,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2679895,GSM2679895,Homo sapiens,Blood,Ivashkiv LB
,ATAC-seq,False,,,,Plasmacytoid dendritic cell,,,1002-PDCS-U,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3320311,GSM3320311,Homo sapiens,Blood,
,ATAC-seq,False,,,"Divoux A, et al. Differential open chromatin profile and transcriptomic signature define depot-specific human subcutaneous preadipocytes: primary outcomes. Clin Epigenetics ",Preadipocyte,30477572.0,Clin Epigenetics,ATACSEQ_SUBJECT2_GF_REP1,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3331038,GSM3331038,Homo sapiens,Adipose,Smith SR
,ATAC-seq,False,,,"Divoux A, et al. Differential open chromatin profile and transcriptomic signature define depot-specific human subcutaneous preadipocytes: primary outcomes. Clin Epigenetics ",Preadipocyte,30477572.0,Clin Epigenetics,ATACSEQ_SUBJECT2_GF_REP2,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3331039,GSM3331039,Homo sapiens,Adipose,Smith SR
,ATAC-seq,False,,,"Divoux A, et al. Differential open chromatin profile and transcriptomic signature define depot-specific human subcutaneous preadipocytes: primary outcomes. Clin Epigenetics ",Preadipocyte,30477572.0,Clin Epigenetics,ATACSEQ_SUBJECT1_GF_REP1,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3331034,GSM3331034,Homo sapiens,Adipose,Smith SR
,ATAC-seq,False,,,"Divoux A, et al. Differential open chromatin profile and transcriptomic signature define depot-specific human subcutaneous preadipocytes: primary outcomes. Clin Epigenetics ",Preadipocyte,30477572.0,Clin Epigenetics,ATACSEQ_SUBJECT1_GF_REP2,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3331035,GSM3331035,Homo sapiens,Adipose,Smith SR
,ATAC-seq,False,,,"Divoux A, et al. Differential open chromatin profile and transcriptomic signature define depot-specific human subcutaneous preadipocytes: primary outcomes. Clin Epigenetics ",Preadipocyte,30477572.0,Clin Epigenetics,ATACSEQ_SUBJECT2_ABD_REP1,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3331036,GSM3331036,Homo sapiens,Adipose,Smith SR
,ATAC-seq,False,,,"Divoux A, et al. Differential open chromatin profile and transcriptomic signature define depot-specific human subcutaneous preadipocytes: primary outcomes. Clin Epigenetics ",Preadipocyte,30477572.0,Clin Epigenetics,ATACSEQ_SUBJECT2_ABD_REP2,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3331037,GSM3331037,Homo sapiens,Adipose,Smith SR
1346,ATAC-seq,False,,,,Smooth Muscle Cell,,,1346 [ATAC-SEQ],,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3111017,GSM3111017,Homo sapiens,Coronary artery smooth muscle,
1508,ATAC-seq,False,,,,Smooth Muscle Cell,,,1508 [ATAC-SEQ],,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3111018,GSM3111018,Homo sapiens,Coronary artery smooth muscle,
1522,ATAC-seq,False,,,,Smooth Muscle Cell,,,1522 [ATAC-SEQ],,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3111019,GSM3111019,Homo sapiens,Coronary artery smooth muscle,
,ATAC-seq,False,H9,,"Pattison JM, et al. Retinoic acid and BMP4 cooperate with p63 to alter chromatin dynamics during surface epithelial commitment. Nat. Genet. ",,30397335.0,Nat. Genet.,ATAC-SEQ P63KO DAY 7 - REPLICATE 2,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3391517,GSM3391517,Homo sapiens,Ectoderm,Oro AE
,ATAC-seq,False,,CD8+,,CD8pos_T,,,1003-CENTRAL_MEMORY_CD8POS_T-S,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3320321,GSM3320321,Homo sapiens,Blood,
,ATAC-seq,False,naive,,"Wu J, et al. Chromatin analysis in human early development reveals epigenetic transition during ZGA. Nature ",Embryonic Stem Cell,29720659.0,Nature,HUMAN_NAIVE_HESC1_ATAC-SEQ,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2721905,GSM2721905,Homo sapiens,,Sun Y
HFF,ATAC-seq,False,,HFF,"Hennig T, et al. HSV-1-induced disruption of transcription termination resembles a cellular stress response but selectively increases chromatin accessibility downstream of genes. PLoS Pathog. ",Fibroblast,29579120.0,PLoS Pathog.,ATAC-SEQ 1HPI REP 1,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2688933,GSM2688933,Homo sapiens,Foreskin,Friedel CC
HFF,ATAC-seq,False,,HFF,"Hennig T, et al. HSV-1-induced disruption of transcription termination resembles a cellular stress response but selectively increases chromatin accessibility downstream of genes. PLoS Pathog. ",Fibroblast,29579120.0,PLoS Pathog.,ATAC-SEQ 6HPI REP 1,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2688939,GSM2688939,Homo sapiens,Foreskin,Friedel CC
HFF,ATAC-seq,False,,HFF,"Hennig T, et al. HSV-1-induced disruption of transcription termination resembles a cellular stress response but selectively increases chromatin accessibility downstream of genes. PLoS Pathog. ",Fibroblast,29579120.0,PLoS Pathog.,ATAC-SEQ 4HPI REP 2,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2688938,GSM2688938,Homo sapiens,Foreskin,Friedel CC
,ATAC-seq,False,,,,Plasmacytoid dendritic cell,,,1001-PDCS-U,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3320270,GSM3320270,Homo sapiens,Blood,
,ATAC-seq,False,,,"Divoux A, et al. Differential open chromatin profile and transcriptomic signature define depot-specific human subcutaneous preadipocytes: primary outcomes. Clin Epigenetics ",Preadipocyte,30477572.0,Clin Epigenetics,ATACSEQ_SUBJECT1_ABD_REP1,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3331032,GSM3331032,Homo sapiens,Adipose,Smith SR
HFF,ATAC-seq,False,,HFF,"Hennig T, et al. HSV-1-induced disruption of transcription termination resembles a cellular stress response but selectively increases chromatin accessibility downstream of genes. PLoS Pathog. ",Fibroblast,29579120.0,PLoS Pathog.,ATAC-SEQ 4HPI REP 1,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2688937,GSM2688937,Homo sapiens,Foreskin,Friedel CC
HFF,ATAC-seq,False,,HFF,"Hennig T, et al. HSV-1-induced disruption of transcription termination resembles a cellular stress response but selectively increases chromatin accessibility downstream of genes. PLoS Pathog. ",Fibroblast,29579120.0,PLoS Pathog.,ATAC-SEQ 2HPI REP 2,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2688936,GSM2688936,Homo sapiens,Foreskin,Friedel CC
HFF,ATAC-seq,False,,HFF,"Hennig T, et al. HSV-1-induced disruption of transcription termination resembles a cellular stress response but selectively increases chromatin accessibility downstream of genes. PLoS Pathog. ",Fibroblast,29579120.0,PLoS Pathog.,ATAC-SEQ 1HPI REP 2,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2688934,GSM2688934,Homo sapiens,Foreskin,Friedel CC
2305,ATAC-seq,False,,,,Smooth Muscle Cell,,,2305 [ATAC-SEQ],,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3111021,GSM3111021,Homo sapiens,Coronary artery smooth muscle,
200212,ATAC-seq,False,,,,Smooth Muscle Cell,,,200212 [ATAC-SEQ],,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3111020,GSM3111020,Homo sapiens,Coronary artery smooth muscle,
,ATAC-seq,False,,,"Gamliel M, et al. Trained Memory of Human Uterine NK Cells Enhances Their Function in Subsequent Pregnancies. Immunity ",Natural Killer Cell,29768178.0,Immunity,POS-2-4_DNK,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2689786,GSM2689786,Homo sapiens,,Mandelboim O
HFF,ATAC-seq,False,,HFF,"Hennig T, et al. HSV-1-induced disruption of transcription termination resembles a cellular stress response but selectively increases chromatin accessibility downstream of genes. PLoS Pathog. ",Fibroblast,29579120.0,PLoS Pathog.,ATAC-SEQ MOCK REP 2,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2688944,GSM2688944,Homo sapiens,Foreskin,Friedel CC
HFF,ATAC-seq,False,,HFF,"Hennig T, et al. HSV-1-induced disruption of transcription termination resembles a cellular stress response but selectively increases chromatin accessibility downstream of genes. PLoS Pathog. ",Fibroblast,29579120.0,PLoS Pathog.,ATAC-SEQ MOCK REP 1,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2688943,GSM2688943,Homo sapiens,Foreskin,Friedel CC
hESC,ATAC-seq,False,AND,,"Pastor WA, et al. TFAP2C regulates transcription in human naive pluripotency by opening enhancers. Nat. Cell Biol. ",,29695788.0,Nat. Cell Biol.,TFAP2C-/- DOX INDUC 5ILAF SSEA4 MINUS [ATAC-SEQ],,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2901714,GSM2901714,Homo sapiens,,Clark AT
hESC,ATAC-seq,False,AND,,"Pastor WA, et al. TFAP2C regulates transcription in human naive pluripotency by opening enhancers. Nat. Cell Biol. ",,29695788.0,Nat. Cell Biol.,TFAP2C-/- DOX WITHDRAWN 5ILAF SSEA4 MINUS [ATAC-SEQ],,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2901716,GSM2901716,Homo sapiens,,Clark AT
,ATAC-seq,False,Unknown,,"ENCODE Project Consortium , et al. An integrated encyclopedia of DNA elements in the human genome. Nature 2012",Dendritic Cell,22955616.0,Nature,ATAC-SEQ FROM DENDRITIC CELL (ENCLB486ZGV),,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2471293,GSM2471293,Homo sapiens,,ENCODE Project Consortium
,ATAC-seq,False,,,,Monocyte,,,ATACSEQ_TNF_2,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3701914,GSM3701914,Homo sapiens,Peripheral Blood,
,ATAC-seq,False,,PBMC,,Monocyte,,,"ATAC-SEQ ON PBMCS FROM PATIENT CLL7 ON DAY 150 OF IBRUTINIB TREATMENT, NK CELLS",Leukemia,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3020380,GSM3020380,Homo sapiens,Blood,
,ATAC-seq,False,,PBMC,,Monocyte,,,"ATAC-SEQ ON PBMCS FROM PATIENT CLL7 ON DAY 3 OF IBRUTINIB TREATMENT, CLL CELLS",Leukemia,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3020374,GSM3020374,Homo sapiens,Blood,
,ATAC-seq,False,,PBMC,,Monocyte,,,"ATAC-SEQ ON PBMCS FROM PATIENT CLL7 ON DAY 0 OF IBRUTINIB TREATMENT, CLL CELLS",Leukemia,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3020372,GSM3020372,Homo sapiens,Blood,
,ATAC-seq,False,,PBMC,,Monocyte,,,"ATAC-SEQ ON PBMCS FROM PATIENT CLL6 ON DAY 280 OF IBRUTINIB TREATMENT, NK CELLS",Leukemia,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3020356,GSM3020356,Homo sapiens,Blood,
,ATAC-seq,False,,PBMC,,Monocyte,,,"ATAC-SEQ ON PBMCS FROM PATIENT CLL6 ON DAY 120 OF IBRUTINIB TREATMENT, CD8 CELLS",Leukemia,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3020345,GSM3020345,Homo sapiens,Blood,
,ATAC-seq,False,,PBMC,,Monocyte,,,"ATAC-SEQ ON PBMCS FROM PATIENT CLL6 ON DAY 120 OF IBRUTINIB TREATMENT, BCELL CELLS",Leukemia,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3020338,GSM3020338,Homo sapiens,Blood,
,ATAC-seq,False,,PBMC,,Monocyte,,,"ATAC-SEQ ON PBMCS FROM PATIENT CLL5 ON DAY 030 OF IBRUTINIB TREATMENT, NK CELLS",Leukemia,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3020336,GSM3020336,Homo sapiens,Blood,
,ATAC-seq,False,,PBMC,,Monocyte,,,"ATAC-SEQ ON PBMCS FROM PATIENT CLL5 ON DAY 8 OF IBRUTINIB TREATMENT, NK CELLS",Leukemia,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3020335,GSM3020335,Homo sapiens,Blood,
,ATAC-seq,False,,PBMC,,Monocyte,,,"ATAC-SEQ ON PBMCS FROM PATIENT CLL5 ON DAY 0 OF IBRUTINIB TREATMENT, NK CELLS",Leukemia,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3020332,GSM3020332,Homo sapiens,Blood,
,ATAC-seq,False,,PBMC,,Monocyte,,,"ATAC-SEQ ON PBMCS FROM PATIENT CLL5 ON DAY 30 OF IBRUTINIB TREATMENT, CD4 CELLS",Leukemia,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3020308,GSM3020308,Homo sapiens,Blood,
,ATAC-seq,False,,PBMC,,Monocyte,,,"ATAC-SEQ ON PBMCS FROM PATIENT CLL2 ON DAY 150 OF IBRUTINIB TREATMENT, NK CELLS",Leukemia,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3020281,GSM3020281,Homo sapiens,Blood,
,ATAC-seq,False,,PBMC,,Monocyte,,,"ATAC-SEQ ON PBMCS FROM PATIENT CLL2 ON DAY 30 OF IBRUTINIB TREATMENT, NK CELLS",Leukemia,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3020280,GSM3020280,Homo sapiens,Blood,
,ATAC-seq,False,,PBMC,,Monocyte,,,"ATAC-SEQ ON PBMCS FROM PATIENT CLL2 ON DAY 3 OF IBRUTINIB TREATMENT, NK CELLS",Leukemia,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3020278,GSM3020278,Homo sapiens,Blood,
,ATAC-seq,False,,PBMC,,Monocyte,,,"ATAC-SEQ ON PBMCS FROM PATIENT CLL2 ON DAY 0 OF IBRUTINIB TREATMENT, BCELL CELLS",Leukemia,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3020257,GSM3020257,Homo sapiens,Blood,
WA01,ATAC-seq,False,,,,Embryonic Stem Cell,,,4D_ATACSEQ_(20181017_MM_HS_0705MPM488),,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3677783,GSM3677783,Homo sapiens,,
n/a,ATAC-seq,False,N/A,,,Adipocyte,,,HUMAN IN VITRO DIFFERENTIATED PRIMARY ADIPOCYTE ATAC-SEQ,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3716514,GSM3716514,Homo sapiens,,
,ATAC-seq,False,,CD19+,,B Lymphocyte,,,HC.660.PC [ATAC-SEQ],healthy,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3323603,GSM3323603,Homo sapiens,,
H1703,ATAC-seq,False,,,"Xue Y, et al. SMARCA4 loss is synthetic lethal with CDK4/6 inhibition in non-small cell lung cancer. Nat Commun ",Lung Cancer Cell,30718506.0,Nat Commun,SMARCA4-INFECTED H1703 ATAC-SEQ,Cancer,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3445656,GSM3445656,Homo sapiens,Lung,Huang S
,ATAC-seq,False,,,"van der Raadt J, et al. ONECUT transcription factors induce neuronal characteristics and remodel chromatin accessibility. Nucleic Acids Res. ",Fibroblast,31049588.0,Nucleic Acids Res.,ATAC-SEQ: FIBROBLAST LINE 1 CONDITION: OC2+BCLXL REPLICATE: 2,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3393041,GSM3393041,Homo sapiens,Skin,Albers CA
iPS cells,ATAC-seq,False,,,"Kawata M, et al. Simple and Robust Differentiation of Human Pluripotent Stem Cells toward Chondrocytes by Two Small-Molecule Compounds. Stem Cell Reports ",iPSC,31402337.0,Stem Cell Reports,ATAC DAY 9-1,Normal,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2934674,GSM2934674,Homo sapiens,Foreskin,Saito T
